id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
49650040,Raimond Apartment Top 12a,115540983,Lili,,Ottakring,48.21335,16.33399,Entire home/apt,87,1,19,2022-05-28,1.75,6,164,19,
49070564,Vienna Panorama Suite 🌇 5 min to Danube Beach,26898183,Mario,,Brigittenau,48.24106,16.3784,Entire home/apt,100,4,5,2021-11-05,0.53,1,247,5,
49650965,"Appealing Dittesgasse, Vienna",226804666,Miroslav,,Whring,48.23021,16.33796,Entire home/apt,53,1,0,,,66,358,0,
49072665,★Graces Studio near to Hauptbahnhof and Old City!,391685367,Artem,,Margareten,48.1849,16.36347,Entire home/apt,41,1,122,2022-06-03,8.74,13,204,106,
49073727,Brand new apartment next to metro,302102137,Mario,,Penzing,48.19306,16.28595,Entire home/apt,60,2,37,2022-03-28,2.75,1,232,31,
49834631,room with a french balcony and a view over vienna,30834943,Sonja,,Whring,48.24547,16.29882,Private room,29,1,6,2022-05-02,0.51,1,18,6,
49856136,newly renovated studio T11,130624190,Bernhard,,Rudolfsheim-Fnfhaus,48.19583,16.32377,Entire home/apt,46,2,34,2022-05-27,2.71,2,225,32,
49650992,"Extravagant Pilgramgasse, Vienna",226804666,Miroslav,,Margareten,48.19132,16.35588,Entire home/apt,52,1,0,,,66,358,0,
49651061,"Remarkable Margaretenstraße, Vienna",226804666,Miroslav,,Margareten,48.1934,16.35923,Entire home/apt,55,1,0,,,66,358,0,
49651068,"Charming Latschkagasse, Vienna",226804666,Miroslav,,Alsergrund,48.23058,16.35632,Entire home/apt,53,1,0,,,66,358,0,
49652030,"Homely Simmeringer Hauptstraße, Vienna",226804666,Miroslav,,Simmering,48.16894,16.42381,Entire home/apt,35,1,0,,,66,358,0,
49868560,1 bed in 4-6 people mixed shared room,396597805,Jo&Joe,,Rudolfsheim-Fnfhaus,48.196735,16.337521,Shared room,42,1,32,2022-05-23,3.56,9,358,32,
49869226,Garten Single-Hit für 1 Person K0,402177714,Andre,,Meidling,48.18009,16.33537,Entire home/apt,40,3,0,,,1,82,0,
49093530,Central Living,30759403,Andy,,Leopoldstadt,48.22027,16.38853,Entire home/apt,100,1,3,2021-09-12,0.22,1,69,1,
49106647,11 Central Apts. - Ideal for up to 45 Persons,404652017,Ali,,Landstra§e,48.1949,16.38804,Entire home/apt,1300,1,0,,,139,179,0,
49652043,"Boutique Thaliastraße, Vienna",226804666,Miroslav,,Ottakring,48.21071,16.32056,Entire home/apt,33,1,0,,,66,358,0,
49652056,"Warm Nattergasse, Vienna",226804666,Miroslav,,Ottakring,48.21286,16.32628,Entire home/apt,35,1,0,,,66,358,0,
49120273,"Ruhige, helle Wohnung im Szeneviertel 7. Bezirk",30483130,Petra,,Neubau,48.20382,16.34796,Entire home/apt,120,93,5,2022-04-15,0.49,3,250,5,
49871152,JO&JOE - 1 Bed in a 8 female shared room,396597805,Jo&Joe,,Rudolfsheim-Fnfhaus,48.196735,16.337521,Shared room,44,1,26,2022-06-06,2.77,9,353,26,
49652065,"Pleasant Nattergasse, Vienna",226804666,Miroslav,,Ottakring,48.21335,16.32831,Entire home/apt,33,1,0,,,66,358,0,
49871921,JO&JOE - Private Ensuite Bedroom for 4 people,396597805,Jo&Joe,,Rudolfsheim-Fnfhaus,48.196735,16.337521,Private room,167,1,11,2022-05-07,1.22,9,339,11,
49872079,JO&JOE - Private Ensuite Bedroom for 3 people,396597805,Jo&Joe,,Rudolfsheim-Fnfhaus,48.196735,16.337521,Private room,132,1,6,2022-05-24,0.71,9,339,6,
49652081,"Shiny Simmeringer Hauptstraße, Vienna",226804666,Miroslav,,Simmering,48.16836,16.42437,Entire home/apt,35,1,0,,,66,358,0,
49652099,"Heavenly Simmeringer Hauptstraße, Vienna",226804666,Miroslav,,Simmering,48.16676,16.4225,Entire home/apt,35,1,0,,,66,358,0,
49142880,"Amazing Studio in Vienna center, metro 1 minute",396369766,Belina,,Mariahilf,48.18999,16.34519,Entire home/apt,25,30,0,,,2,280,0,
49652110,"Spacious Nattergasse, Vienna",226804666,Miroslav,,Ottakring,48.2128,16.32851,Entire home/apt,33,1,0,,,66,358,0,
49143146,"AMAZING APARTMENT IN VIENNA, OPERA, CATHEDRAL",396369766,Belina,,Innere Stadt,48.20363,16.37251,Entire home/apt,110,1,23,2022-05-09,1.69,2,319,21,
49872147,"Vorgarten Apartments - Stylisch, gemütlich und neu",402192846,Jennifer,,Leopoldstadt,48.224705,16.40242,Entire home/apt,100,3,23,2022-05-21,1.84,7,294,21,
49652113,"Incredible Nattergasse, Vienna",226804666,Miroslav,,Hernals,48.21416,16.32632,Entire home/apt,35,1,0,,,66,358,0,
49652125,"Astonishing Nattergasse, Vienna",226804666,Miroslav,,Hernals,48.21463,16.32634,Entire home/apt,35,1,0,,,66,358,0,
49652136,"Adorable Simmeringer Hauptstraße, Vienna",226804666,Miroslav,,Simmering,48.1686,16.42361,Entire home/apt,33,1,0,,,66,358,0,
49872389,JO&JOE - Private Ensuite Bedroom for 6 people,396597805,Jo&Joe,,Rudolfsheim-Fnfhaus,48.196735,16.337521,Private room,251,1,2,2022-02-27,0.21,9,339,2,
49652146,"Marvelous Simmeringer Hauptstraße, Vienna",226804666,Miroslav,,Simmering,48.16893,16.42291,Entire home/apt,35,1,0,,,66,358,0,
49152276,Zoku Loft Balcony - Home/Office Hybrid- Hotel Stay,375520839,Zoku,,Leopoldstadt,48.2161,16.40239,Entire home/apt,190,1,4,2022-05-13,1.38,6,363,4,
49152552,Zoku Loft Balcony- Home/Office Hybrid- Short Stay,375520839,Zoku,,Leopoldstadt,48.21598,16.40168,Entire home/apt,172,7,2,2022-04-16,0.20,6,363,2,
49652151,"Firstclass Simmeringer Hauptstraße, Vienna",226804666,Miroslav,,Simmering,48.16662,16.42224,Entire home/apt,35,1,0,,,66,358,0,
49872507,JO&JOE - Private Bedroom for 8 people,396597805,Jo&Joe,,Rudolfsheim-Fnfhaus,48.196735,16.337521,Private room,351,1,1,2022-04-24,0.67,9,260,1,
49652162,"Fanciest Dresdner Straße, Vienna",226804666,Miroslav,,Brigittenau,48.23272,16.38611,Entire home/apt,35,1,0,,,66,357,0,
49872696,JO&JOE - Private room for 10 people,396597805,Jo&Joe,,Rudolfsheim-Fnfhaus,48.196735,16.337521,Private room,363,1,19,2022-06-05,2.24,9,343,19,
49153102,Markus' RoofTop apartment near townhall,62096318,Markus,,Innere Stadt,48.21354,16.35768,Entire home/apt,108,1,35,2022-05-17,2.63,1,119,30,
49652174,"Tidy Ranftlgasse, Vienna",226804666,Miroslav,,Whring,48.21828,16.34003,Entire home/apt,33,1,0,,,66,358,0,
49652185,"Fantastic Nattergasse, Vienna",226804666,Miroslav,,Ottakring,48.21328,16.32827,Entire home/apt,35,1,0,,,66,358,0,
49169158,"Fantastic Wieden 1BR w/ Roof Terrace, walk to City Center by Blueground",385064248,Blueground,,Wieden,48.185356,16.368599,Entire home/apt,129,30,0,,,155,5,0,
49652191,"Elegant Wilhelmstraße, Vienna",226804666,Miroslav,,Meidling,48.17773,16.33778,Entire home/apt,35,1,0,,,66,358,0,
49872754,JO&JOE - Chambre privée de 12 personnes,396597805,Jo&Joe,,Rudolfsheim-Fnfhaus,48.196735,16.337521,Private room,435,1,16,2022-06-05,1.68,9,336,16,
49652197,"Pleasant Nattergasse, Vienna",226804666,Miroslav,,Hernals,48.21476,16.32632,Entire home/apt,35,1,0,,,66,358,0,
49169526,room next Reed Messe Wien - Metro U/2 und  U/1,4034068,Philipp,,Leopoldstadt,48.2188,16.40971,Private room,45,1,0,,,12,343,0,
49652208,"Grand Wilhelmstraße, Vienna",226804666,Miroslav,,Meidling,48.17736,16.33584,Entire home/apt,35,1,0,,,66,358,0,
49652213,"Contemporary Simmeringer Hauptstraße, Vienna",226804666,Miroslav,,Simmering,48.16834,16.42409,Entire home/apt,37,1,0,,,66,358,0,
49652228,"Bright Gudrunstraße, Vienna",226804666,Miroslav,,Favoriten,48.17511,16.39034,Entire home/apt,35,1,0,,,66,358,0,
49201446,"Designer flat, fully furnished & sunny",2867289,Shawn,,Alsergrund,48.21621,16.34295,Entire home/apt,130,25,2,2022-04-03,0.29,2,334,2,
49873488,"Vorgarten Apartments- Hell, neu und zentral",402192846,Jennifer,,Leopoldstadt,48.224705,16.40242,Entire home/apt,91,3,4,2022-04-15,0.33,7,300,3,
49652241,"Remarkable Wilhelmstraße, Vienna",226804666,Miroslav,,Meidling,48.17883,16.33568,Entire home/apt,35,1,0,,,66,358,0,
49879733,Beautiful Apartment City Center 2,300246929,Christian,,Innere Stadt,48.21222,16.36938,Entire home/apt,134,1,24,2022-06-06,1.97,14,257,24,
49652251,"Luxurious Simmeringer Hauptstraße, Vienna",226804666,Miroslav,,Simmering,48.16874,16.42362,Entire home/apt,37,1,0,,,66,358,0,
49880334,Aya Tayeb.,174580850,Ahmed,,Favoriten,48.14061,16.38195,Entire home/apt,1500,90,0,,,1,83,0,
49881054,Beautiful Apartment 3 City Center,300246929,Christian,,Innere Stadt,48.21252,16.37094,Entire home/apt,153,1,37,2022-05-22,3.02,14,210,36,
49204185,Hotel-Pension Lehrerhaus** im Herzen Wiens,97765103,Wolfgang,,Josefstadt,48.20947,16.35196,Private room,105,1,0,,,1,0,0,
49205465,Historic & Luxurious - Spacious central apartment,27775775,Rene,,Alsergrund,48.22365,16.3546,Entire home/apt,145,1,9,2022-05-08,1.26,52,82,9,
49652263,"Contemporary Wilhelmstraße, Vienna",226804666,Miroslav,,Meidling,48.17846,16.33798,Entire home/apt,37,1,0,,,66,358,0,
49652271,"Grand Linke Wasserzeile, Vienna",226804666,Miroslav,,Liesing,48.14221,16.27562,Entire home/apt,37,1,0,,,66,358,0,
49206196,"Historic & Luxurious - 2 rooms, priv.bath, balcony",27775775,Rene,,Alsergrund,48.22518,16.35443,Private room,72,1,2,2021-11-12,0.18,52,51,2,
49206681,Historic & Luxurious - 2 bedrooms & private bath,27775775,Rene,,Alsergrund,48.22361,16.3543,Private room,72,1,0,,,52,51,0,
49881782,"Bright, newly refurbished 2-room city flat",402264865,Michael,,Rudolfsheim-Fnfhaus,48.19892,16.32492,Entire home/apt,69,1,12,2022-05-20,1.00,3,163,12,
49913543,Queensize 2 BR ☆ WIFI ☆ Netflix ☆ Kitchen ☆ Metro,97275819,Raphael,,Ottakring,48.2132,16.33825,Entire home/apt,88,1,31,2022-05-24,2.47,30,360,28,
49652281,"Elegant Wilhelmstraße, Vienna",226804666,Miroslav,,Meidling,48.17862,16.33779,Entire home/apt,37,1,0,,,66,358,0,
49914663,Bellevue Belvedere,365421906,Claudio,,Landstra§e,48.19709,16.37785,Entire home/apt,55,2,4,2021-09-06,0.36,5,34,4,
49207316,2 bedroom apartment with private terrace,27775775,Rene,,Whring,48.22086,16.33685,Entire home/apt,44,28,0,,,52,219,0,
49652298,"Cool Simmeringer Hauptstraße, Vienna",226804666,Miroslav,,Simmering,48.16695,16.42395,Entire home/apt,37,1,0,,,66,358,0,
49652305,"Comfortable Wilhelmstraße, Vienna",226804666,Miroslav,,Meidling,48.17861,16.3376,Entire home/apt,37,1,0,,,66,358,0,
49222335,Town Hall/ High Speed Internet/ Kingsize Bed,300246929,Christian,,Rudolfsheim-Fnfhaus,48.19982,16.32705,Entire home/apt,90,1,6,2022-03-31,0.49,14,150,6,
49652311,"Divine Simmeringer Hauptstraße, Vienna",226804666,Miroslav,,Simmering,48.16679,16.42284,Entire home/apt,37,1,0,,,66,358,0,
49239793,Stylish and affordable in the center of Vienna,27775775,Rene,,Alsergrund,48.22464,16.3528,Entire home/apt,66,1,12,2022-06-05,1.67,52,292,12,
49915321,Coziest Apartment near to the center of Vienna,137794508,Johanna,,Dbling,48.24401,16.34402,Entire home/apt,60,3,3,2022-05-15,0.40,1,12,3,
49652325,"Historic Lerchenfelder Gürtel, Vienna",226804666,Miroslav,,Neubau,48.20494,16.33863,Entire home/apt,37,1,0,,,66,358,0,
49915568,Vienna Living Apartments - Schönbrunn Top 1,23537323,Ingo,,Hietzing,48.17318,16.29474,Entire home/apt,87,1,1,2022-05-25,1,12,153,1,
49240617,Central & Historic - TWO spacious apartments,27775775,Rene,,Alsergrund,48.22351,16.35429,Entire home/apt,231,1,0,,,52,255,0,
49652335,"Heavenly Wilhelmstraße, Vienna",226804666,Miroslav,,Meidling,48.17881,16.33603,Entire home/apt,37,1,0,,,66,358,0,
49652344,"Astonishing Wilhelmstraße, Vienna",226804666,Miroslav,,Meidling,48.17748,16.33784,Entire home/apt,37,1,0,,,66,358,0,
49652357,"Desirable Wilhelmstraße, Vienna",226804666,Miroslav,,Meidling,48.1783,16.33781,Entire home/apt,37,1,0,,,66,358,0,
49652365,"Huge Simmeringer Hauptstraße, Vienna",226804666,Miroslav,,Simmering,48.16857,16.4244,Entire home/apt,37,1,0,,,66,358,0,
49241170,Spacious apartment WITH BALCONY close to center,27775775,Rene,,Alsergrund,48.22338,16.3505,Entire home/apt,61,1,2,2021-11-02,0.23,52,256,2,
49916475,Vienna Living Apartments - Schönbrunn Top 3,23537323,Ingo,,Hietzing,48.17274,16.29661,Entire home/apt,122,1,2,2022-04-14,0.47,12,162,2,
49916739,Vienna Living Apartments - Schönbrunn Top 5,23537323,Ingo,,Hietzing,48.17319,16.29666,Entire home/apt,99,1,1,2022-04-10,0.51,12,173,1,
49916912,Lovely Viennese Apartment,116849625,Diana,,Alsergrund,48.21682,16.34519,Entire home/apt,95,1,27,2022-05-22,2.38,22,75,27,
49652376,"Spotless Simmeringer Hauptstraße, Vienna",226804666,Miroslav,,Simmering,48.16742,16.42228,Entire home/apt,37,1,0,,,66,358,0,
49652383,"Typical Lerchenfelder Gürtel, Vienna",226804666,Miroslav,,Neubau,48.20685,16.3387,Entire home/apt,37,1,0,,,66,358,0,
49652390,"Pretty Lerchenfelder Gürtel, Vienna",226804666,Miroslav,,Neubau,48.20498,16.33868,Entire home/apt,37,1,0,,,66,358,0,
49917883,Delightful Viennese Apartment,116849625,Diana,,Alsergrund,48.21738,16.34338,Entire home/apt,126,1,47,2022-05-22,3.70,22,59,44,
49241525,Bright room with PRIVATE BALCONY close to center,27775775,Rene,,Alsergrund,48.22309,16.35051,Private room,35,1,18,2022-05-16,2.19,52,250,18,
49652399,"Fashioned Simmeringer Hauptstraße, Vienna",226804666,Miroslav,,Simmering,48.16869,16.4224,Entire home/apt,37,1,0,,,66,358,0,
49918350,Quiet Balcony Apt. ☆ Near Downtown ☆ Self Check-In,97275819,Raphael,,Hernals,48.21351,16.33949,Entire home/apt,73,1,46,2022-05-10,3.67,30,353,42,
49652409,"Warm Simmeringer Hauptstraße, Vienna",226804666,Miroslav,,Simmering,48.16709,16.42415,Entire home/apt,39,1,0,,,66,358,0,
49921200,Modern Vienna Appartement,63461133,Dominik,,Favoriten,48.17931,16.37874,Entire home/apt,99,2,11,2022-05-22,1.01,1,120,11,
49241865,Private room in spacious apartment close to center,27775775,Rene,,Whring,48.22496,16.34898,Private room,25,1,10,2022-04-26,1.04,52,234,10,
49652414,"Friendly Wilhelmstraße, Vienna",226804666,Miroslav,,Meidling,48.17902,16.33762,Entire home/apt,39,1,0,,,66,358,0,
49652420,"Brilliant Nattergasse, Vienna",226804666,Miroslav,,Hernals,48.2142,16.3282,Entire home/apt,39,1,0,,,66,358,0,
49252753,elegant apartment near Palais Belvedere,378864581,Yulia,,Wieden,48.19563,16.37186,Entire home/apt,210,5,12,2021-11-14,1.22,2,22,12,
49925050,Shopping Paradise 8BR Complex Ideal for 18 People,404652017,Ali,,Mariahilf,48.196587,16.345758,Entire home/apt,1230,1,1,2021-06-23,0.09,139,147,1,
49926013,Garden⭐️Coffee⭐️Wifi⭐️Trainstation 5‘⭐️Center 10‘,10596887,Karin,,Wieden,48.1866,16.36921,Entire home/apt,146,2,30,2022-05-29,2.55,1,53,30,
50062726,"Zimmer- 2Bett (n16),U-Bahn,Hauptbahnhof Vienna",365441685,FavoritenRooms,,Favoriten,48.17793,16.38042,Private room,79,2,4,2022-05-08,0.40,5,254,4,
49935520,Vienna Living Apartments - Kleeblattgasse Top 4,23537323,Ingo,,Innere Stadt,48.21157,16.36912,Entire home/apt,183,1,1,2021-06-24,0.09,12,130,1,
49935740,Vienna Living Apartments - Kleeblattgasse Top 6,23537323,Ingo,,Innere Stadt,48.20968,16.36963,Entire home/apt,175,1,1,2021-07-04,0.09,12,127,1,
50063029,Ruhiges Zimmer für 2 mit guter öff. Anbindung,8950880,Al,,Margareten,48.1803,16.3574,Private room,69,2,1,2021-11-01,0.14,23,143,1,
50063735,Schicke Einzimmerwohnung im 16.,230046805,Felix,,Ottakring,48.2135,16.30655,Entire home/apt,70,2,0,,,1,0,0,
49935894,Vienna Living Apartments - Kleeblattgasse Top 7,23537323,Ingo,,Innere Stadt,48.21186,16.36971,Entire home/apt,261,1,6,2022-04-30,0.51,12,115,6,
49942544,Wonderful Two Bedroom Apartment,249583292,Diana,,Meidling,48.18109,16.33013,Entire home/apt,105,1,10,2022-05-21,5.36,9,75,10,
49253743,Quiet Garden View Completely Furnished Apartment,397112453,Anna,,Floridsdorf,48.25786,16.42207,Entire home/apt,1000,120,1,2021-05-26,0.08,1,0,0,
49254991,CITY-CENTER APARTMENT JOSEFSTADT |  big & quiet,22930942,Veronika,,Josefstadt,48.21168,16.3537,Entire home/apt,126,1,23,2022-05-08,1.89,2,76,23,
50068202,LOFT mit zwei Terrassen: DIE grüne Ruheoase im 9.,129850550,Valentina,,Alsergrund,48.22434,16.35561,Entire home/apt,87,7,3,2022-01-02,0.39,1,38,3,
49290460,Beautiful and stylish apartment near Prater,48005296,Yanying,,Leopoldstadt,48.218311,16.389469,Entire home/apt,92,3,7,2021-07-18,0.57,1,0,6,
50079318,Ruhige Wohnung für 2 nähe Augarten,221969205,Mariella,,Brigittenau,48.23044,16.37259,Entire home/apt,61,1,10,2021-10-31,0.90,1,4,10,
49297765,"Chic Innere Stadt 1BR w/ Gym & Doorman, walk to Graben, by Blueground",385064248,Blueground,,Innere Stadt,48.212566,16.367226,Entire home/apt,129,30,0,,,155,9,0,
49307915,Aris  City Apartments Taborstrasse,224501870,Ariel,,Leopoldstadt,48.21897,16.38,Entire home/apt,83,1,40,2022-05-29,3.20,5,82,39,
50335020,Get comfortable in a central renewed studio,292488608,Sebastian,,Landstra§e,48.21296,16.38981,Entire home/apt,76,2,75,2022-06-02,6.39,4,23,75,
49955543,Stylish Relaxing Haven * Garden Side * Modern *,389119189,Mila,,Penzing,48.1954,16.31128,Entire home/apt,72,2,14,2022-03-13,1.11,1,111,13,
49961954,Central 2BR Apt. -Ideal for LongStays,404652017,Ali,,Landstra§e,48.19358,16.38987,Entire home/apt,122,1,30,2022-05-07,3.08,139,163,30,
49971552,D31 City Apartment close to city center,51562386,Karim,,Rudolfsheim-Fnfhaus,48.19976,16.32507,Entire home/apt,39,10,1,2021-08-31,0.11,18,337,1,
50080267,TerrassenLoft Halbgasse,15454245,Florian,,Neubau,48.20463,16.34232,Entire home/apt,95,3,8,2022-04-12,0.67,1,20,8,
50080408,Cozy Apartment Margareten,743398,Team Richard,,Margareten,48.18288,16.35265,Entire home/apt,60,1,6,2022-05-25,0.71,41,352,6,
49978780,Vienna City Diamond - Central studio incl. parking,329903036,Sandra & Michael,,Hernals,48.221268,16.322674,Entire home/apt,70,3,30,2022-06-01,2.66,3,98,30,
50336229,Arbeiter-Wohnung 2 Wien,258773935,Andreas,,Dbling,48.24743,16.3345,Entire home/apt,65,1,1,2022-02-19,0.28,7,98,1,
50080593,Apartment Opera 1,164241591,Apartment,,Innere Stadt,48.201134,16.37145,Entire home/apt,120,1,30,2022-05-07,2.55,7,123,30,
50337154,Arbeiter-Wohnung 3 Wien,258773935,Andreas,,Dbling,48.24622,16.33454,Entire home/apt,60,1,2,2022-01-14,0.24,7,121,2,
50337170,Studio-Apartment between Schoenbrunn & the City Center (13),106634851,Michael,,Meidling,48.18453,16.33562,Entire home/apt,59,2,61,2022-06-05,5.18,43,122,61,
49980791,Elegant 1BR Apt. - Great for Long Stays,404652017,Ali,,Landstra§e,48.19326,16.38859,Entire home/apt,120,1,38,2022-05-22,3.55,139,147,38,
50081422,Apartment Opera 2,164241591,Apartment,,Innere Stadt,48.201134,16.37145,Entire home/apt,160,1,0,,,7,95,0,
49982323,"Vorgarten Apartments - Liebevoll, hell und zentral",402192846,Jennifer,,Leopoldstadt,48.224705,16.40242,Entire home/apt,68,3,17,2022-05-28,1.36,7,293,14,
50337784,Take a city break in a central 2BR apartment,292488608,Sebastian,,Landstra§e,48.21308,16.38869,Entire home/apt,124,2,63,2022-06-06,5.34,4,13,63,
50082402,"Private Bathroom in shared Apartment, 8th district",341379065,Bulldog Real Estate,,Josefstadt,48.21482,16.34276,Private room,21,30,0,,,59,280,0,
50339083,Wander around the city from a trendy 2BR home,292488608,Sebastian,,Landstra§e,48.2115,16.38802,Entire home/apt,130,2,33,2022-06-07,2.80,4,17,33,
50083134,Big room in shared flat close to Augarten,341379065,Bulldog Real Estate,,Brigittenau,48.23093,16.3739,Private room,20,90,1,2021-08-17,0.10,59,157,1,
49983264,"Stylish, central 2-room flat near Augarten",388183655,Angelo,,Leopoldstadt,48.22039,16.37767,Entire home/apt,59,2,9,2022-05-15,0.79,5,149,9,
50085916,Donau Apartment Vienna,46965677,Lukasz Adrian,,Brigittenau,48.242,16.379,Entire home/apt,100,2,6,2022-04-11,0.52,1,315,6,
49983512,Vorgarten Apartments - Studio with Air-condition,402192846,Jennifer,,Leopoldstadt,48.224705,16.40242,Entire home/apt,68,3,18,2022-05-30,1.47,7,297,17,
49983815,Vorgarten Apartments -bright and cozy studio,402192846,Jennifer,,Leopoldstadt,48.224705,16.40242,Entire home/apt,91,3,6,2022-03-06,0.57,7,311,6,
50346187,Cozy and Central Studio (contactless),406591646,Vanessa,,Neubau,48.19954,16.34181,Entire home/apt,75,2,24,2022-06-05,2.47,1,45,24,
50090696,Nice appartement in Ottakring,84429184,Simon,,Ottakring,48.21153,16.32741,Entire home/apt,40,4,4,2021-08-07,0.37,1,0,4,
50359262,ily׳s Place - Luxury apt. in the heart of Vienna,3632088,Ilana,,Josefstadt,48.20899,16.34847,Entire home/apt,86,1,18,2022-05-25,1.87,2,304,18,
49991999,Vorgarten Apartments -bright and quiet with AC,402192846,Jennifer,,Leopoldstadt,48.224705,16.40242,Entire home/apt,91,3,16,2022-05-30,1.30,7,331,15,
49992345,"Vorgarten Apartments- ruhig, groß, neu und zentral",402192846,Jennifer,,Leopoldstadt,48.22471,16.40242,Entire home/apt,91,3,19,2022-04-28,1.71,7,319,19,
50093422,Singleroom,102957524,Albert,,Ottakring,48.21019,16.32738,Private room,19,30,0,,,4,363,0,
50366461,Beautiful flat near Praterstern*!,406818418,Nadine,,Leopoldstadt,48.22578,16.40124,Entire home/apt,40,1,6,2022-04-15,0.51,1,158,6,
50094973,Bright & Central - Modern apartment near Belvedere,27775775,Rene,,Landstra§e,48.19071,16.38591,Entire home/apt,70,1,71,2022-05-31,5.79,52,238,70,
50377344,La Perla Vintage-Apartment 1,406937496,La Perla,,Rudolfsheim-Fnfhaus,48.18777,16.32479,Entire home/apt,130,1,22,2022-04-14,1.95,7,131,22,
49993043,"Zimmer-2Bett(n11),Terasse,U-Bahn,Hauptbahnhof,Wien",365441685,FavoritenRooms,,Favoriten,48.1766,16.37854,Private room,79,2,2,2021-11-07,0.18,5,233,2,
50000916,"Apartment ""Bellevue"" in einer Jugendstilvilla",403244815,Edit,,Liesing,48.13991,16.26079,Entire home/apt,90,5,12,2022-05-21,1.13,2,222,12,
50097113,Schönes Zimmer in Wien (nähe Diplomatenviertel),404140963,Alexander,,Dbling,48.23334,16.34766,Private room,32,1,19,2021-09-19,1.62,1,0,19,
50003509,Art & Style Apartment Vienna,4695515,Michael,,Margareten,48.19440391893913,16.360113679136152,Entire home/apt,81,2,18,2022-05-22,1.59,7,271,18,
50019410,"Zimmer-3 Bett (n14),U-Bahn,Hauptbahnhof Vienna",365441685,FavoritenRooms,,Favoriten,48.17886,16.37881,Private room,89,2,5,2022-05-03,0.45,5,249,5,
50377535,Luxury holiday,72306907,J&A,,Leopoldstadt,48.2196,16.40449,Entire home/apt,590,2,3,2022-03-27,0.26,4,322,3,
50380329,LUXURY DESIGN HOME VIENNA II,305673,Sil,,Innere Stadt,48.21044,16.36529,Entire home/apt,179,3,4,2022-05-21,2.31,7,316,4,
50100938,Apartment mit 2 Schlafzimmern angrenzend 1. Bezirk,401222234,Isabel,,Alsergrund,48.21906,16.35865,Entire home/apt,79,1,11,2021-08-27,0.96,3,162,11,
50380836,LUXURY DESIGN PLACE X,305673,Sil,,Landstra§e,48.1947,16.40742,Entire home/apt,179,3,0,,,7,354,0,
50383833,Charming apartment close to city center,407017478,Michaela,,Alsergrund,48.22534,16.35719,Entire home/apt,49,2,13,2022-05-30,1.22,1,252,13,
50023224,Ruhige helle 2 Zimmer Nähe City u. zu Bahn/Airport,8950880,Al,,Margareten,48.180904,16.358395,Private room,69,2,8,2022-04-24,0.65,23,141,7,
50025989,AM HEUMARKT - VIENNA CITY PARK APARTMENT 5,1643928,Harry,,Landstra§e,48.19971,16.37969,Entire home/apt,78,1,51,2022-05-17,4.07,28,283,50,
50100944,City centre Stadtpark,110311035,Margarita,,Landstra§e,48.20245,16.38479,Entire home/apt,329,3,0,,,3,61,0,
50385305,"3 BR Apt.  center 1st district, inner ring (A11o)",7147147,Emmanuel,,Innere Stadt,48.21508,16.36902,Entire home/apt,158,1,12,2022-05-02,1.02,22,128,12,
50110273,Zimmer | Nähe | Naschmarkt und Mariahilferstraße,1370495,Florian,,Mariahilf,48.18901,16.3469,Private room,35,1,6,2021-10-24,0.54,1,310,6,
50387516,DISTRICT TWO - Vienna Central & Cozy Apartment 12,1643928,Harry,,Leopoldstadt,48.21592,16.37665,Entire home/apt,62,1,33,2022-05-21,2.91,28,309,33,
50042147,Vienna Experience - Maisonette,403623328,Christoph,,Ottakring,48.2153,16.31383,Entire home/apt,99,2,13,2022-04-24,1.23,2,76,13,
50042639,⍟Super close to metro+Perfect for long term stay⍟,450691128,Mario,,Favoriten,48.17866,16.37402,Entire home/apt,54,1,75,2022-06-06,6.05,34,150,72,
50112038,Lovely Apartment near 'Sobieskiplatz',404317100,Hagai,,Alsergrund,48.22705,16.35456,Entire home/apt,70,5,0,,,1,99,0,
50043668,Superb 3 Apt. Complex for 9 P. near W. Stadthalle,404652017,Ali,,Ottakring,48.20473,16.3307,Entire home/apt,329,1,4,2022-05-08,0.37,139,148,4,
50388752,"Hip Innere Stadt Studio w/ Elevator, Storage, walk to all, by Blueground (VIE17)",385064248,Blueground,,Innere Stadt,48.212669,16.371267,Entire home/apt,83,30,1,2021-09-30,0.12,155,98,1,
50112259,6 min to Opera ☆☆ Free Cancellation ☆☆,59281564,Liya,,Favoriten,48.17371,16.38327,Entire home/apt,67,1,72,2022-06-06,6.33,2,320,72,
50125474,Wohlfühloase mitten in Wien (Garten/Piano),16158523,Udo,,Whring,48.22071,16.33664,Entire home/apt,45,5,3,2021-12-28,0.29,1,0,3,
50389214,"SPECTACULAR VIEWS, COZY APARTMENT",207390443,Verena,,Hietzing,48.19263,16.25907,Entire home/apt,84,2,5,2021-11-15,0.48,3,94,5,
50125749,7brunnen Hostel 6-beds room,159311071,Pauline,,Margareten,48.18318,16.35108,Private room,100,1,8,2022-04-14,0.71,5,99,8,
50390788,Comfortable Flat - modern & central (free parking),17138665,Cornelia,,Landstra§e,48.18539,16.40963,Entire home/apt,102,4,2,2021-10-31,0.23,1,0,2,
